Date,Day,Time_Slot,Environment,Location,Connected_Devices,Download_Mbps_per_Device,Upload_Mbps_per_Device,Aggregate_Download_Mbps,Latency_ms,Signal_Strength_dBm,Dominant_Protocol,Packet_Loss_Percent
03-02-2024,Saturday,20:00-22:00,Common,Open Campus/Quad,16,2.81,0.94,45.57,18.7,-55.6,HTTP/HTTPS,0.88
03-02-2024,Saturday,22:00-00:00,Common,Open Campus/Quad,18,2.75,0.56,50.26,6.6,-54.6,Cloud Sync,0.82
04-02-2024,Sunday,00:00-02:00,Common,Open Campus/Quad,16,2.66,0.63,43.23,24.2,-52.3,Cloud Sync,0.76
04-02-2024,Sunday,02:00-04:00,Common,Open Campus/Quad,18,2.92,0.79,53.51,14,-53.9,Video Streaming,0.72
04-02-2024,Sunday,04:00-06:00,Common,Open Campus/Quad,13,2.92,0.9,38.4,4,-53.3,VoIP,0.67
04-02-2024,Sunday,06:00-08:00,Common,Open Campus/Quad,11,3.74,0.88,41.55,20.6,-51.3,Remote Desktop,0.63
04-02-2024,Sunday,08:00-10:00,Common,Open Campus/Quad,80,1.78,0.4,153.18,30.4,-51.1,Video Streaming,0.78
04-02-2024,Sunday,10:00-12:00,Common,Open Campus/Quad,59,2,0.43,124.92,28.5,-46.3,HTTP/HTTPS,0.85
04-02-2024,Sunday,12:00-14:00,Common,Open Campus/Quad,70,1.84,0.46,137.59,26.5,-44.3,Video Streaming,0.93
04-02-2024,Sunday,14:00-16:00,Common,Open Campus/Quad,67,1.95,0.42,139.15,26,-43,VoIP,0.99
04-02-2024,Sunday,16:00-18:00,Common,Open Campus/Quad,61,1.99,0.42,128.33,27.8,-49.5,VoIP,1.02
04-02-2024,Sunday,18:00-20:00,Common,Open Campus/Quad,14,3.11,1.07,44.15,12.5,-49.7,Gaming,0.92
04-02-2024,Sunday,20:00-22:00,Common,Open Campus/Quad,21,3.09,0.99,66.23,12.1,-50.4,Remote Desktop,0.85
04-02-2024,Sunday,22:00-00:00,Common,Open Campus/Quad,13,3.02,0.83,39.69,9.9,-53.9,Remote Desktop,0.78
05-02-2024,Monday,00:00-02:00,Common,Open Campus/Quad,29,2.54,0.59,75.62,12.7,-53.7,Video Streaming,0.76
05-02-2024,Monday,02:00-04:00,Common,Open Campus/Quad,25,2.72,0.64,69.5,13.9,-53.6,Gaming,0.74
05-02-2024,Monday,04:00-06:00,Common,Open Campus/Quad,26,2.75,0.62,73.19,6.9,-50.5,HTTP/HTTPS,0.72
05-02-2024,Monday,06:00-08:00,Common,Open Campus/Quad,27,2.75,0.63,76.09,14.5,-53.8,Video Streaming,0.71
05-02-2024,Monday,08:00-10:00,Common,Open Campus/Quad,103,1.45,0.46,165.14,37.4,-50.9,HTTP/HTTPS,0.92
05-02-2024,Monday,10:00-12:00,Common,Open Campus/Quad,115,1.36,0.39,174.46,47,-52.2,VoIP,1.11
05-02-2024,Monday,12:00-14:00,Common,Open Campus/Quad,91,1.58,0.5,156.72,32.2,-53.2,HTTP/HTTPS,1.2
05-02-2024,Monday,14:00-16:00,Common,Open Campus/Quad,103,1.45,0.37,164.45,36.7,-54.8,VoIP,1.31
05-02-2024,Monday,16:00-18:00,Common,Open Campus/Quad,113,1.32,0.35,166.34,55.3,-54.6,Social Media,1.42
05-02-2024,Monday,18:00-20:00,Common,Open Campus/Quad,23,2.88,0.71,67.7,16,-57,Remote Desktop,1.26
05-02-2024,Monday,20:00-22:00,Common,Open Campus/Quad,34,2.62,0.54,91.89,6.1,-53.1,Video Streaming,1.16
05-02-2024,Monday,22:00-00:00,Common,Open Campus/Quad,26,2.71,0.86,72.1,16.2,-49.6,Gaming,1.06
06-02-2024,Tuesday,00:00-02:00,Common,Open Campus/Quad,23,2.76,0.68,64.92,9.7,-47.6,Cloud Sync,0.97
06-02-2024,Tuesday,02:00-04:00,Common,Open Campus/Quad,27,2.63,0.72,72.9,13.3,-49.5,HTTP/HTTPS,0.91
06-02-2024,Tuesday,04:00-06:00,Common,Open Campus/Quad,19,2.89,0.89,55.91,16.9,-50.7,Video Streaming,0.84
06-02-2024,Tuesday,06:00-08:00,Common,Open Campus/Quad,31,2.48,0.79,79.16,4,-51.7,VoIP,0.82
06-02-2024,Tuesday,08:00-10:00,Common,Open Campus/Quad,111,1.34,0.39,165.39,47.5,-50.3,Social Media,1.03
06-02-2024,Tuesday,10:00-12:00,Common,Open Campus/Quad,106,1.4,0.41,164.28,40.4,-51.6,HTTP/HTTPS,1.17
06-02-2024,Tuesday,12:00-14:00,Common,Open Campus/Quad,115,1.34,0.28,171.89,43.3,-53,Video Streaming,1.32
06-02-2024,Tuesday,14:00-16:00,Common,Open Campus/Quad,106,1.43,0.49,167.38,37.8,-54.1,Video Streaming,1.41
06-02-2024,Tuesday,16:00-18:00,Common,Open Campus/Quad,97,1.54,0.54,164.18,46.1,-49.6,HTTP/HTTPS,1.46
06-02-2024,Tuesday,18:00-20:00,Common,Open Campus/Quad,18,2.79,0.61,50.96,10.5,-49.2,Remote Desktop,1.28
06-02-2024,Tuesday,20:00-22:00,Common,Open Campus/Quad,29,2.6,0.55,77.37,7.8,-47.2,Social Media,1.16
06-02-2024,Tuesday,22:00-00:00,Common,Open Campus/Quad,32,2.43,0.65,79.98,17.3,-50.2,Gaming,1.08
07-02-2024,Wednesday,00:00-02:00,Common,Open Campus/Quad,34,2.51,0.77,87.86,19.8,-48.8,Social Media,1.02
07-02-2024,Wednesday,02:00-04:00,Common,Open Campus/Quad,23,2.63,0.89,61.67,7.6,-50.5,Video Streaming,0.94
07-02-2024,Wednesday,04:00-06:00,Common,Open Campus/Quad,32,2.5,0.82,82.31,4,-48.9,Video Streaming,0.9
07-02-2024,Wednesday,06:00-08:00,Common,Open Campus/Quad,31,2.49,0.71,79.29,19.1,-46.4,Cloud Sync,0.87
07-02-2024,Wednesday,08:00-10:00,Common,Open Campus/Quad,110,1.36,0.38,166.15,47.8,-44.1,Cloud Sync,1.06
07-02-2024,Wednesday,10:00-12:00,Common,Open Campus/Quad,122,1.27,0.3,174.55,55.2,-51.3,Cloud Sync,1.24
07-02-2024,Wednesday,12:00-14:00,Common,Open Campus/Quad,107,1.44,0.37,170.22,42.8,-49.9,HTTP/HTTPS,1.35
07-02-2024,Wednesday,14:00-16:00,Common,Open Campus/Quad,109,1.4,0.45,169,59.2,-49.9,Remote Desktop,1.45
07-02-2024,Wednesday,16:00-18:00,Common,Open Campus/Quad,112,1.37,0.44,170.47,46.2,-51.5,HTTP/HTTPS,1.53
07-02-2024,Wednesday,18:00-20:00,Common,Open Campus/Quad,28,2.72,0.89,78.19,13.2,-49.4,Remote Desktop,1.36
07-02-2024,Wednesday,20:00-22:00,Common,Open Campus/Quad,27,2.6,0.7,71.92,13.9,-50.2,Video Streaming,1.22
07-02-2024,Wednesday,22:00-00:00,Common,Open Campus/Quad,32,2.54,0.65,83.59,25.6,-54.1,Social Media,1.13
08-02-2024,Thursday,00:00-02:00,Common,Open Campus/Quad,35,2.38,0.71,86.09,12.5,-55.3,Social Media,1.06
08-02-2024,Thursday,02:00-04:00,Common,Open Campus/Quad,25,2.55,0.77,65.18,16.1,-52.8,VoIP,0.98
08-02-2024,Thursday,04:00-06:00,Common,Open Campus/Quad,28,2.65,0.76,76.2,21.7,-53.6,Cloud Sync,0.92
08-02-2024,Thursday,06:00-08:00,Common,Open Campus/Quad,25,2.7,0.79,69.05,20.2,-54.7,Video Streaming,0.86
08-02-2024,Thursday,08:00-10:00,Common,Open Campus/Quad,112,1.34,0.46,166.76,54.6,-54.9,Cloud Sync,1.06
08-02-2024,Thursday,10:00-12:00,Common,Open Campus/Quad,111,1.32,0.45,163.29,53.8,-53.9,Video Streaming,1.22
08-02-2024,Thursday,12:00-14:00,Common,Open Campus/Quad,108,1.41,0.37,168.32,44.6,-51.1,Gaming,1.33
08-02-2024,Thursday,14:00-16:00,Common,Open Campus/Quad,120,1.3,0.28,174.45,50.3,-49.7,Cloud Sync,1.46
08-02-2024,Thursday,16:00-18:00,Common,Open Campus/Quad,108,1.43,0.4,170.87,44.2,-49.9,Remote Desktop,1.53
08-02-2024,Thursday,18:00-20:00,Common,Open Campus/Quad,20,2.99,0.66,60.9,10.3,-48.3,HTTP/HTTPS,1.34
08-02-2024,Thursday,20:00-22:00,Common,Open Campus/Quad,30,2.7,0.58,83.25,14.2,-47.5,HTTP/HTTPS,1.21
08-02-2024,Thursday,22:00-00:00,Common,Open Campus/Quad,24,2.77,0.93,68.01,13,-45.5,Social Media,1.1
09-02-2024,Friday,00:00-02:00,Common,Open Campus/Quad,29,2.66,0.8,79.08,15.3,-47.1,HTTP/HTTPS,1.02
09-02-2024,Friday,02:00-04:00,Common,Open Campus/Quad,26,2.75,0.55,73.19,10.3,-49.4,HTTP/HTTPS,0.95
09-02-2024,Friday,04:00-06:00,Common,Open Campus/Quad,25,2.84,0.68,72.62,27.5,-48.6,HTTP/HTTPS,3.94
09-02-2024,Friday,06:00-08:00,Common,Open Campus/Quad,30,2.58,0.71,79.54,17.9,-48.4,Cloud Sync,0.85
09-02-2024,Friday,08:00-10:00,Common,Open Campus/Quad,93,1.58,0.52,160.85,27.9,-49.7,Gaming,1
09-02-2024,Friday,10:00-12:00,Common,Open Campus/Quad,104,1.48,0.33,169.57,42.1,-52.1,Remote Desktop,1.15
09-02-2024,Friday,12:00-14:00,Common,Open Campus/Quad,111,1.37,0.33,168.86,49.7,-55.3,VoIP,1.29
09-02-2024,Friday,14:00-16:00,Common,Open Campus/Quad,117,1.3,0.41,170.07,46,-50.6,Video Streaming,1.42
09-02-2024,Friday,16:00-18:00,Common,Open Campus/Quad,104,1.43,0.32,163.86,44.1,-56.2,HTTP/HTTPS,1.48
09-02-2024,Friday,18:00-20:00,Common,Open Campus/Quad,28,2.66,0.8,76.53,9.7,-50.7,Video Streaming,1.32
09-02-2024,Friday,20:00-22:00,Common,Open Campus/Quad,21,2.8,0.89,59.89,19.9,-49.6,Video Streaming,1.18
09-02-2024,Friday,22:00-00:00,Common,Open Campus/Quad,32,2.47,0.84,81.42,15.2,-52.7,Social Media,1.09
10-02-2024,Saturday,00:00-02:00,Common,Open Campus/Quad,21,3.01,1,64.45,11.4,-49.2,Video Streaming,0.99
10-02-2024,Saturday,02:00-04:00,Common,Open Campus/Quad,15,3.05,1.03,46.31,11.7,-47.4,Social Media,0.89
10-02-2024,Saturday,04:00-06:00,Common,Open Campus/Quad,18,2.86,0.97,52.34,17.9,-48.8,HTTP/HTTPS,0.83
10-02-2024,Saturday,06:00-08:00,Common,Open Campus/Quad,16,2.95,0.87,47.83,8.9,-43.2,Video Streaming,0.76
10-02-2024,Saturday,08:00-10:00,Common,Open Campus/Quad,62,1.97,0.54,129.59,28.5,-46.4,HTTP/HTTPS,0.84
10-02-2024,Saturday,10:00-12:00,Common,Open Campus/Quad,60,2.01,0.67,127.73,14.7,-51.4,Gaming,0.9
10-02-2024,Saturday,12:00-14:00,Common,Open Campus/Quad,69,1.84,0.58,135.72,31.3,-52.2,Remote Desktop,0.97
10-02-2024,Saturday,14:00-16:00,Common,Open Campus/Quad,68,1.82,0.56,132.17,29.7,-54.9,Social Media,1.03
10-02-2024,Saturday,16:00-18:00,Common,Open Campus/Quad,73,1.85,0.47,144.69,30.1,-54.1,Social Media,1.08
10-02-2024,Saturday,18:00-20:00,Common,Open Campus/Quad,23,2.57,0.84,60.41,16.7,-52.5,Gaming,0.99
10-02-2024,Saturday,20:00-22:00,Common,Open Campus/Quad,13,2.73,0.68,35.94,13.2,-54.6,VoIP,0.89
10-02-2024,Saturday,22:00-00:00,Common,Open Campus/Quad,17,2.75,0.64,47.47,4,-55.3,Social Media,0.82
11-02-2024,Sunday,00:00-02:00,Common,Open Campus/Quad,16,2.84,0.84,46.04,15.1,-54.8,VoIP,0.76
11-02-2024,Sunday,02:00-04:00,Common,Open Campus/Quad,17,3.04,1.06,52.49,13,-54.1,Video Streaming,0.71
11-02-2024,Sunday,04:00-06:00,Common,Open Campus/Quad,19,2.92,0.99,56.52,16.5,-53.8,Gaming,0.68
11-02-2024,Sunday,06:00-08:00,Common,Open Campus/Quad,15,3.17,0.92,48.22,12.2,-52.2,Social Media,0.65
11-02-2024,Sunday,08:00-10:00,Common,Open Campus/Quad,74,1.83,0.47,145.04,21.7,-49.9,Social Media,0.79
11-02-2024,Sunday,10:00-12:00,Common,Open Campus/Quad,72,1.84,0.63,141.83,32.5,-49,Cloud Sync,0.89
11-02-2024,Sunday,12:00-14:00,Common,Open Campus/Quad,66,1.91,0.53,134.23,27.1,-50.8,Cloud Sync,0.95
11-02-2024,Sunday,14:00-16:00,Common,Open Campus/Quad,66,1.99,0.63,139.63,27.5,-49.3,Video Streaming,1.01
11-02-2024,Sunday,16:00-18:00,Common,Open Campus/Quad,66,1.93,0.44,135.61,16.8,-46.5,VoIP,1.05
11-02-2024,Sunday,18:00-20:00,Common,Open Campus/Quad,12,3.01,0.82,36.56,10.2,-46.2,Video Streaming,0.93
11-02-2024,Sunday,20:00-22:00,Common,Open Campus/Quad,23,2.65,0.55,62.14,7.9,-46.3,Remote Desktop,0.87
11-02-2024,Sunday,22:00-00:00,Common,Open Campus/Quad,19,2.8,0.57,54.04,4,-50.7,Remote Desktop,0.81
12-02-2024,Monday,00:00-02:00,Common,Open Campus/Quad,25,2.61,0.73,66.73,11.5,-50.4,VoIP,0.78
12-02-2024,Monday,02:00-04:00,Common,Open Campus/Quad,33,2.52,0.77,85.78,23.3,-51.8,Video Streaming,0.77
12-02-2024,Monday,04:00-06:00,Common,Open Campus/Quad,32,2.45,0.78,80.61,11.4,-50.6,Video Streaming,0.77
12-02-2024,Monday,06:00-08:00,Common,Open Campus/Quad,27,2.67,0.89,73.86,10.3,-52.7,HTTP/HTTPS,0.75
12-02-2024,Monday,08:00-10:00,Common,Open Campus/Quad,111,1.38,0.37,170.3,49.8,-54.7,Gaming,0.97
12-02-2024,Monday,10:00-12:00,Common,Open Campus/Quad,95,1.57,0.43,162.58,34,-57.5,Video Streaming,1.1
12-02-2024,Monday,12:00-14:00,Common,Open Campus/Quad,116,1.34,0.41,173.7,41.3,-55.4,Remote Desktop,1.26
12-02-2024,Monday,14:00-16:00,Common,Open Campus/Quad,110,1.39,0.43,169.35,49.8,-53.7,Gaming,1.37
12-02-2024,Monday,16:00-18:00,Common,Open Campus/Quad,106,1.45,0.35,169.51,38.5,-53.6,HTTP/HTTPS,5.38
12-02-2024,Monday,18:00-20:00,Common,Open Campus/Quad,28,2.63,0.53,75.62,17.8,-51.3,Video Streaming,1.3
12-02-2024,Monday,20:00-22:00,Common,Open Campus/Quad,27,2.87,0.72,79.41,4,-47,Social Media,1.18
12-02-2024,Monday,22:00-00:00,Common,Open Campus/Quad,28,2.68,0.84,77.02,21.3,-48.8,Gaming,1.08
13-02-2024,Tuesday,00:00-02:00,Common,Open Campus/Quad,27,2.54,0.53,70.34,22.7,-51.7,Video Streaming,1
13-02-2024,Tuesday,02:00-04:00,Common,Open Campus/Quad,25,2.74,0.75,70.09,14.1,-51.4,Gaming,0.93
13-02-2024,Tuesday,04:00-06:00,Common,Open Campus/Quad,31,2.55,0.64,81.25,14.1,-52.7,HTTP/HTTPS,0.89
13-02-2024,Tuesday,06:00-08:00,Common,Open Campus/Quad,31,2.54,0.58,81.12,19.9,-51.3,Social Media,0.86
13-02-2024,Tuesday,08:00-10:00,Common,Open Campus/Quad,107,1.42,0.35,167.76,46.6,-55.3,VoIP,1.04
13-02-2024,Tuesday,10:00-12:00,Common,Open Campus/Quad,109,1.43,0.48,172.82,45.8,-57,Social Media,1.2
13-02-2024,Tuesday,12:00-14:00,Common,Open Campus/Quad,114,1.41,0.33,178.62,49.9,-53.9,Social Media,1.33
13-02-2024,Tuesday,14:00-16:00,Common,Open Campus/Quad,104,1.42,0.43,163.41,52.3,-53.5,Video Streaming,1.42
13-02-2024,Tuesday,16:00-18:00,Common,Open Campus/Quad,121,1.28,0.41,173.8,41.9,-54.1,Video Streaming,1.53
13-02-2024,Tuesday,18:00-20:00,Common,Open Campus/Quad,28,2.48,0.62,71.3,20.5,-56.2,Cloud Sync,1.36
13-02-2024,Tuesday,20:00-22:00,Common,Open Campus/Quad,32,2.53,0.61,83.33,12.3,-54.4,Remote Desktop,1.24
13-02-2024,Tuesday,22:00-00:00,Common,Open Campus/Quad,30,2.64,0.79,81.51,15.1,-55.6,VoIP,1.13
14-02-2024,Wednesday,00:00-02:00,Common,Open Campus/Quad,35,2.43,0.77,87.69,25.1,-57.8,Gaming,1.06
14-02-2024,Wednesday,02:00-04:00,Common,Open Campus/Quad,25,2.67,0.55,68.35,10.7,-51.8,HTTP/HTTPS,0.98
14-02-2024,Wednesday,04:00-06:00,Common,Open Campus/Quad,32,2.57,0.59,84.7,17.6,-51,Video Streaming,0.93
14-02-2024,Wednesday,06:00-08:00,Common,Open Campus/Quad,22,2.64,0.84,59.2,15.7,-52.6,Gaming,0.87
14-02-2024,Wednesday,08:00-10:00,Common,Open Campus/Quad,105,1.37,0.34,159.03,43.8,-50.7,Video Streaming,1.05
14-02-2024,Wednesday,10:00-12:00,Common,Open Campus/Quad,107,1.34,0.39,158.21,39.7,-51.7,Gaming,1.19
14-02-2024,Wednesday,12:00-14:00,Common,Open Campus/Quad,119,1.27,0.36,169.54,52.7,-54.4,Gaming,1.35
14-02-2024,Wednesday,14:00-16:00,Common,Open Campus/Quad,105,1.4,0.33,162.75,43.6,-52.1,Gaming,1.43
14-02-2024,Wednesday,16:00-18:00,Common,Open Campus/Quad,109,1.37,0.4,165.94,38,-55.1,Social Media,1.51
14-02-2024,Wednesday,18:00-20:00,Common,Open Campus/Quad,32,2.5,0.55,82.33,12.2,-56.3,Video Streaming,1.35
14-02-2024,Wednesday,20:00-22:00,Common,Open Campus/Quad,34,2.47,0.68,86.74,19.3,-59.7,Gaming,1.24
14-02-2024,Wednesday,22:00-00:00,Common,Open Campus/Quad,30,2.58,0.63,79.68,18.7,-57.6,Social Media,1.13
15-02-2024,Thursday,00:00-02:00,Common,Open Campus/Quad,30,2.61,0.55,80.58,12.3,-55.3,Gaming,1.05
15-02-2024,Thursday,02:00-04:00,Common,Open Campus/Quad,30,2.47,0.74,76.29,19,-52.5,Social Media,0.98
15-02-2024,Thursday,04:00-06:00,Common,Open Campus/Quad,30,2.43,0.71,74.93,14.9,-47.5,Social Media,0.93
15-02-2024,Thursday,06:00-08:00,Common,Open Campus/Quad,31,2.38,0.49,75.74,12.9,-48.3,Remote Desktop,0.89
15-02-2024,Thursday,08:00-10:00,Common,Open Campus/Quad,127,1.16,0.29,166.05,62,-48.2,Cloud Sync,1.12
15-02-2024,Thursday,10:00-12:00,Common,Open Campus/Quad,107,1.39,0.45,164.96,43.4,-48.2,Cloud Sync,1.26
15-02-2024,Thursday,12:00-14:00,Common,Open Campus/Quad,111,1.34,0.37,164.73,49.2,-47.4,Remote Desktop,1.37
15-02-2024,Thursday,14:00-16:00,Common,Open Campus/Quad,104,1.41,0.38,161.84,43.3,-46.7,Social Media,1.45
15-02-2024,Thursday,16:00-18:00,Common,Open Campus/Quad,114,1.33,0.28,168.39,48.9,-48.7,VoIP,1.54
15-02-2024,Thursday,18:00-20:00,Common,Open Campus/Quad,27,2.52,0.85,69.61,16.5,-48.6,Cloud Sync,1.36
15-02-2024,Thursday,20:00-22:00,Common,Open Campus/Quad,25,2.62,0.8,66.96,12,-51.7,HTTP/HTTPS,1.22
15-02-2024,Thursday,22:00-00:00,Common,Open Campus/Quad,32,2.47,0.69,81.33,8.8,-48.5,Cloud Sync,1.12
16-02-2024,Friday,00:00-02:00,Common,Open Campus/Quad,35,2.3,0.66,83.23,12.9,-50.4,Social Media,1.06
16-02-2024,Friday,02:00-04:00,Common,Open Campus/Quad,25,2.61,0.7,66.79,14.6,-51.7,HTTP/HTTPS,0.98
16-02-2024,Friday,04:00-06:00,Common,Open Campus/Quad,22,2.61,0.82,58.48,13.8,-51.2,Social Media,0.9
16-02-2024,Friday,06:00-08:00,Common,Open Campus/Quad,27,2.39,0.55,66.14,12.1,-50.2,HTTP/HTTPS,0.86
16-02-2024,Friday,08:00-10:00,Common,Open Campus/Quad,114,1.29,0.44,164.37,47.2,-53.1,Gaming,7.34
16-02-2024,Friday,10:00-12:00,Common,Open Campus/Quad,116,1.33,0.44,172.36,50.7,-55.4,HTTP/HTTPS,1.23
16-02-2024,Friday,12:00-14:00,Common,Open Campus/Quad,120,1.28,0.33,172.76,56,-53.3,Remote Desktop,1.38
16-02-2024,Friday,14:00-16:00,Common,Open Campus/Quad,111,1.34,0.32,165.16,40.7,-52.6,Remote Desktop,1.47
16-02-2024,Friday,16:00-18:00,Common,Open Campus/Quad,114,1.37,0.3,173.58,50.3,-53.9,Video Streaming,1.55
16-02-2024,Friday,18:00-20:00,Common,Open Campus/Quad,25,2.89,0.84,74.01,17.5,-54.4,Cloud Sync,1.37
16-02-2024,Friday,20:00-22:00,Common,Open Campus/Quad,32,2.57,0.74,84.61,23.1,-51.3,HTTP/HTTPS,1.25
16-02-2024,Friday,22:00-00:00,Common,Open Campus/Quad,30,2.55,0.58,78.75,14.7,-50.5,Social Media,1.14
17-02-2024,Saturday,00:00-02:00,Common,Open Campus/Quad,17,2.96,0.93,51.05,10.6,-55.2,Cloud Sync,1.02
17-02-2024,Saturday,02:00-04:00,Common,Open Campus/Quad,18,2.85,0.75,52.23,6.4,-55.9,Gaming,0.93
17-02-2024,Saturday,04:00-06:00,Common,Open Campus/Quad,12,3.25,0.84,39.4,11.5,-53.5,Social Media,0.83
17-02-2024,Saturday,06:00-08:00,Common,Open Campus/Quad,10,3.09,0.97,31.16,6.8,-51,Gaming,0.75
17-02-2024,Saturday,08:00-10:00,Common,Open Campus/Quad,58,2.04,0.49,125.12,14.9,-50.6,Remote Desktop,0.83
17-02-2024,Saturday,10:00-12:00,Common,Open Campus/Quad,71,1.78,0.43,135.36,29.5,-53.3,Social Media,0.92
17-02-2024,Saturday,12:00-14:00,Common,Open Campus/Quad,74,1.69,0.44,134.28,19.5,-50.5,HTTP/HTTPS,1
17-02-2024,Saturday,14:00-16:00,Common,Open Campus/Quad,60,1.91,0.65,120.89,17.7,-48.9,Video Streaming,1.03
17-02-2024,Saturday,16:00-18:00,Common,Open Campus/Quad,60,1.9,0.6,120.67,29.5,-51.6,VoIP,1.05
17-02-2024,Saturday,18:00-20:00,Common,Open Campus/Quad,16,2.79,0.9,45.37,20.7,-50.3,Social Media,0.94
17-02-2024,Saturday,20:00-22:00,Common,Open Campus/Quad,12,2.51,0.76,30.49,8.2,-46.7,Video Streaming,0.85
17-02-2024,Saturday,22:00-00:00,Common,Open Campus/Quad,16,2.84,0.79,46.09,4.9,-47.7,HTTP/HTTPS,0.78
18-02-2024,Sunday,00:00-02:00,Common,Open Campus/Quad,14,2.66,0.84,37.69,5.5,-44.2,Social Media,0.72
18-02-2024,Sunday,02:00-04:00,Common,Open Campus/Quad,16,2.88,0.62,46.67,18.4,-46.6,HTTP/HTTPS,0.68
18-02-2024,Sunday,04:00-06:00,Common,Open Campus/Quad,13,3.02,0.95,39.72,4,-43.9,HTTP/HTTPS,0.64
18-02-2024,Sunday,06:00-08:00,Common,Open Campus/Quad,19,2.8,0.87,54.19,12,-45.6,Remote Desktop,0.63
18-02-2024,Sunday,08:00-10:00,Common,Open Campus/Quad,57,1.94,0.57,116.46,17.2,-47.7,Gaming,0.72
18-02-2024,Sunday,10:00-12:00,Common,Open Campus/Quad,71,1.87,0.61,141.55,24.9,-49.1,Remote Desktop,0.83
18-02-2024,Sunday,12:00-14:00,Common,Open Campus/Quad,71,1.85,0.55,140.45,38.2,-50.7,Gaming,6.71
18-02-2024,Sunday,14:00-16:00,Common,Open Campus/Quad,71,1.91,0.39,145.12,31.1,-53,Social Media,1
18-02-2024,Sunday,16:00-18:00,Common,Open Campus/Quad,68,1.95,0.47,140.92,25.7,-53.9,HTTP/HTTPS,1.05
18-02-2024,Sunday,18:00-20:00,Common,Open Campus/Quad,19,3.11,1.02,60.11,11.5,-55.6,Gaming,0.95
18-02-2024,Sunday,20:00-22:00,Common,Open Campus/Quad,13,3.34,0.69,43.94,10.5,-53.6,Remote Desktop,0.86
18-02-2024,Sunday,22:00-00:00,Common,Open Campus/Quad,15,2.95,0.61,44.86,5.7,-50.9,Remote Desktop,0.79
19-02-2024,Monday,00:00-02:00,Common,Open Campus/Quad,35,2.43,0.53,87.72,25.2,-50.2,HTTP/HTTPS,0.79
19-02-2024,Monday,02:00-04:00,Common,Open Campus/Quad,26,2.51,0.63,66.91,12,-51.3,Video Streaming,0.76
19-02-2024,Monday,04:00-06:00,Common,Open Campus/Quad,28,2.58,0.74,74.25,16.4,-49.5,HTTP/HTTPS,0.75
19-02-2024,Monday,06:00-08:00,Common,Open Campus/Quad,25,2.57,0.67,65.77,10.3,-48.5,VoIP,0.73
19-02-2024,Monday,08:00-10:00,Common,Open Campus/Quad,124,1.24,0.32,173.3,47.7,-48.6,HTTP/HTTPS,0.99
19-02-2024,Monday,10:00-12:00,Common,Open Campus/Quad,111,1.38,0.29,170.16,51.8,-48.9,Video Streaming,1.16
19-02-2024,Monday,12:00-14:00,Common,Open Campus/Quad,123,1.29,0.39,178.8,46.9,-51.7,VoIP,1.33
19-02-2024,Monday,14:00-16:00,Common,Open Campus/Quad,103,1.45,0.43,164.93,40,-53.9,Gaming,1.41
19-02-2024,Monday,16:00-18:00,Common,Open Campus/Quad,108,1.42,0.36,169.45,39.4,-52.7,HTTP/HTTPS,7.98
19-02-2024,Monday,18:00-20:00,Common,Open Campus/Quad,30,2.56,0.81,78.96,10.8,-53.5,Video Streaming,1.33
19-02-2024,Monday,20:00-22:00,Common,Open Campus/Quad,33,2.38,0.69,80.85,10.5,-52.9,HTTP/HTTPS,1.22
19-02-2024,Monday,22:00-00:00,Common,Open Campus/Quad,39,2.39,0.51,96.79,12.8,-50,Video Streaming,4.81
20-02-2024,Tuesday,00:00-02:00,Common,Open Campus/Quad,25,2.85,0.89,72.97,4,-52.3,Video Streaming,1.04
20-02-2024,Tuesday,02:00-04:00,Common,Open Campus/Quad,30,2.57,0.64,79.26,14.7,-52,HTTP/HTTPS,0.98
20-02-2024,Tuesday,04:00-06:00,Common,Open Campus/Quad,30,2.57,0.79,79.13,18.8,-50.2,Social Media,0.93
20-02-2024,Tuesday,06:00-08:00,Common,Open Campus/Quad,37,2.4,0.78,91.85,16.7,-51.7,Remote Desktop,0.9
20-02-2024,Tuesday,08:00-10:00,Common,Open Campus/Quad,105,1.4,0.3,162.42,45.5,-45.8,Social Media,1.07
20-02-2024,Tuesday,10:00-12:00,Common,Open Campus/Quad,112,1.39,0.44,173.69,48.5,-47.3,Video Streaming,1.23
20-02-2024,Tuesday,12:00-14:00,Common,Open Campus/Quad,109,1.39,0.46,168.54,45.1,-52.2,Cloud Sync,1.35
20-02-2024,Tuesday,14:00-16:00,Common,Open Campus/Quad,106,1.4,0.43,164.37,45.1,-54.7,VoIP,1.43
20-02-2024,Tuesday,16:00-18:00,Common,Open Campus/Quad,123,1.24,0.39,170.92,46.5,-55.4,Social Media,1.55
20-02-2024,Tuesday,18:00-20:00,Common,Open Campus/Quad,26,2.46,0.62,65.49,16.2,-55.9,Gaming,1.37
20-02-2024,Tuesday,20:00-22:00,Common,Open Campus/Quad,27,2.53,0.53,70.09,16.6,-55.9,VoIP,1.23
20-02-2024,Tuesday,22:00-00:00,Common,Open Campus/Quad,25,2.66,0.65,67.93,16.9,-54.4,Cloud Sync,1.11
21-02-2024,Wednesday,00:00-02:00,Common,Open Campus/Quad,28,2.65,0.8,76.01,7.5,-57.3,Video Streaming,1.03
21-02-2024,Wednesday,02:00-04:00,Common,Open Campus/Quad,28,2.69,0.69,77.38,17.5,-53.1,Gaming,0.96
